linkedin_url,input_name,siren,website,linkedin_id_found,success
https://www.linkedin.com/company/groupegestra/,GESTRA,385399100,https://www.gestra.fr/,groupegestra,true
https://www.linkedin.com/company/hagergroup/,HAGER CONTROLS,451540744,https://hager.com/fr,hagergroup,true
https://www.linkedin.com/company/riva-acier-sas/,SAM SOCIETE DES ACIERS D'ARMATURE POUR LE BETON,389517061,https://www.rivaacier.com/fr/,,false
https://www.linkedin.com/company/diagast/,DIAGAST,343445375,https://www.diagast.com/fr/,diagast,true
https://www.linkedin.com/company/lucas-france/,LUCAS FRANCE,513703389,https://www.lucas-robotic-system.com/,lucas-france,true
https://www.linkedin.com/company/borlis-solutions/,BORLIS,71200521,https://www.borlis-solutions.com/,,false
https://www.linkedin.com/company/constellium/,CONSTELLIUM EXTRUSIONS France,662032374,https://www.constellium.com/,constellium,true
https://www.linkedin.com/company/thales,Thales,552059024,http://www.thalesgroup.com/,federation-of-association-of-staff-shareholders-of-thales,false
https://www.linkedin.com/company/arianespace_2,Arianespace,318516457,http://www.arianespace.com,arianespace_2,true
https://www.linkedin.com/company/stelia-aerospace,Stelia Aerospace,330316381,https://www.stelia-aerospace.com/en/,,false
https://www.linkedin.com/company/groupepsa,PSA Group,542065479,http://www.groupe-psa.com/,groupepsa,true
https://www.linkedin.com/company/automobiles-peugeot,Peugeot,552144503,http://www.peugeot.com,peugeotfrance,false
https://www.linkedin.com/company/bosch-rexroth,Bosch Rexroth,440233815,http://www.boschrexroth.com,bosch-rexroth-france,false
https://www.linkedin.com/company/groupe-navtis,Navtis,340677921,http://www.navtis.fr/,groupe-navtis,true
https://www.linkedin.com/company/ocea-construction-navale,Oc̩a,340889476,https://www.ocea.fr,ocea-construction-navale,true
https://www.linkedin.com/company/segula-technologies,Segula technologies,330581083,https://www.segulatechnologies.com,aastra,false
https://www.linkedin.com/company/latecoere,Lat̩co̬re,572050169,https://www.latecoere.aero,latecoere,true
https://www.linkedin.com/company/lactalis,Lactalis,331142554,https://www.lactalis.com/,lactalis,true
https://www.linkedin.com/company/nestle-s-a-,Nestle,542014428,http://www.nestle.com,nestle-s-a-,true
https://www.linkedin.com/company/sodebo,Sodebo,547350249,https://www.sodebo.com/espace-recrutement,sodebo,true
https://www.linkedin.com/company/herta-sas,Herta,311043194,https://www.herta.fr/,herta-france,false
https://www.linkedin.com/company/safran,Safran,562082909,http://www.safran-group.com/,safran-rp,false
https://www.linkedin.com/company/danone,Danone,552032534,http://www.danone.com,danone,true
https://www.linkedin.com/company/bledina,Bledina,301374922,http://www.bledina.com/,,false
https://www.linkedin.com/company/iveco-group,Iveco,419683818,http://www.ivecogroup.com,iveco,false
