linkedin_url,input_name,siren,website,linkedin_id_found,success
https://www.linkedin.com/company/edf,EDF,552081317,https://www.edf.fr/edf-recrute,izi-by-edf,false
https://www.linkedin.com/company/kership,Kership,793430240,http://www.kership.com,,false
https://www.linkedin.com/company/eiffageenergiesystemes,Eiffage Energie Systemes,420540643,https://www.eiffageenergiesystemes.com/carrieres/nos-offres?utm_source=linkedin&utm_medium=social_media&utm_campaign=ees_profil_linkedin_offre&utm_content=page_rh&utm_term=presentation,eiffageenergiesystemes,true
https://www.linkedin.com/company/paprec,Paprec,333050284,https://www.paprec.com,paprec,true
https://www.linkedin.com/company/ovhgroup,OVH,424761419,https://www.ovhcloud.com/en/,ovh-groupe,false
https://www.linkedin.com/company/laboratoire-boiron,Boiron,967504697,http://www.boiron.fr/,laboratoire-boiron,true
https://www.linkedin.com/company/saint-gobain,Saint Gobain,542039532,http://www.saint-gobain.com,saint-gobain,true
https://www.linkedin.com/company/lalliard-bois-et-derives,Lalliard,605720465,http://www.lalliard.fr,lalliard-bois-et-derives,true
https://www.linkedin.com/company/sokoa,Sokoa,712720374,http://www.sokoa.com,sokoa,true
https://www.linkedin.com/company/arcelormittal,Arcelor Mittal,562094425,http://corporate.arcelormittal.com,arcelormittal-france,false
https://www.linkedin.com/company/imagreen,Imagreen,522761139,http://www.imagreen.fr,imagreen,true
https://www.linkedin.com/company/bio-habitat,Bio Habitat,511239915,https://www.mobilhome-biohabitat.com,bio-habitat,true
https://www.linkedin.com/company/hermes-group,Herm̬s,572076396,http://www.hermes.com/employeur,hermes-group,true
https://www.linkedin.com/company/dassault-aviation,DASSAULT AVIATION,712042456,https://www.dassault-aviation.com,dassault-aviation,true
